,TEAM,YEAR,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,AST%,AST/TO,AST_RATIO,DEFRTG,DREB%,EFG%,NETRTG,OFFRTG,OREB%,PACE,PIE,POSS,REB%,TOV%,TS%,W_RANK,L_RANK,OFFRTG_RANK,DEFRTG_RANK,NETRTG_RANK,AST%_RANK,AST/TO_RANK,AST_RATIO_RANK,OREB%_RANK,DREB%_RANK,REB%_RANK,TOV%_RANK,EFG%_RANK,TS%_RANK,PACE_RANK,PIE_RANK,WIN%_RANK,PTS_RANK,FGM_RANK,FGA_RANK,FG%_RANK,3PM_RANK,3PA_RANK,3P%_RANK,FTM_RANK,FTA_RANK,FT%_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,+/-_RANK
12,New York Knicks,1998,50,27,23,0.54,48.4,86.4,32.2,74.1,43.5,4.2,11.8,35.3,17.8,24.4,73.2,11.0,30.2,41.2,19.3,16.1,7.9,5.2,4.3,22.8,0.2,1.0,59.8,1.2,15.9,95.9,67.1,46.3,1.2,97.2,30.3,88.22,51.5,"4,446",49.4,18.1,50.9,13,15,25,26,14,17,25,21,25,21,18,4,17,16,24,13,13,26,26,26,17,18,21,11,18,20,14,25,8,17,23,7,20,14,24,12,5,14
13,Phoenix Suns,1998,50,27,23,0.54,48.2,95.6,35.9,80.1,44.9,5.2,14.0,37.2,18.5,24.3,76.0,12.0,28.4,40.3,25.0,13.6,8.9,4.0,4.1,20.4,0.1,2.3,69.5,1.83,19.1,101.6,67.1,48.1,2.2,103.9,30.6,91.54,52.9,"4,601",48.9,14.8,52.6,14,16,4,11,12,3,2,1,24,22,22,27,8,9,7,5,14,3,5,7,7,9,9,2,16,21,5,19,19,22,1,27,7,25,26,24,19,11
14,Sacramento Kings,1998,50,27,23,0.54,48.8,100.2,38.4,86.1,44.5,5.8,18.9,30.8,17.7,25.9,68.3,14.1,31.5,45.6,22.6,16.8,8.9,4.6,4.4,20.3,0.2,-0.4,58.9,1.34,16.4,101.6,65.4,47.9,-0.4,101.2,32.8,97.36,49.4,"4,948",49.3,17.0,51.4,15,17,13,12,17,20,15,17,15,26,19,16,12,14,1,16,15,1,1,2,11,6,1,24,19,13,27,6,2,2,4,2,8,18,23,25,6,17
15,Charlotte Hornets,1998,50,26,24,0.52,48.6,92.9,33.4,74.4,44.9,5.4,14.7,36.5,20.7,27.7,74.7,9.6,29.9,39.5,22.2,15.9,8.9,4.9,4.6,22.0,0.1,-0.1,66.4,1.39,17.6,100.4,67.8,48.5,0.0,100.4,26.6,91.43,51.1,"4,626",48.2,17.2,53.7,16,14,14,17,16,4,11,5,29,11,26,13,7,6,8,15,16,11,20,24,8,8,8,6,4,7,8,28,10,25,5,10,9,16,20,19,20,16
16,Minnesota Timberwolves,1998,50,25,25,0.5,48.1,92.9,36.8,86.5,42.5,2.4,8.2,29.8,17.0,22.9,74.3,15.1,27.8,42.9,24.4,12.8,8.5,5.4,5.2,23.7,0.1,0.4,66.3,1.9,18.1,99.4,67.3,43.9,0.5,99.9,34.8,92.86,49.3,"4,651",50.1,13.8,48.1,17,12,16,19,15,5,1,3,6,15,13,29,25,27,5,17,17,12,3,1,23,28,27,26,24,28,10,2,24,9,2,29,13,11,10,6,21,15
17,Seattle SuperSonics,1998,50,25,25,0.5,48.4,94.9,35.1,79.5,44.2,6.2,18.0,34.4,18.4,27.1,68.1,13.5,28.4,42.0,21.7,15.3,7.9,4.0,4.5,20.9,0.2,-1.1,61.9,1.42,16.7,104.2,67.3,48.1,-0.9,103.2,34.4,91.22,49.0,"4,594",50.6,16.7,51.9,18,13,6,4,18,11,9,12,8,16,11,19,9,13,9,19,18,4,9,10,14,2,4,13,17,8,28,10,20,14,9,17,21,26,22,22,7,18
18,Toronto Raptors,1998,50,23,27,0.46,48.3,91.1,33.2,78.8,42.1,4.5,13.2,34.1,20.2,26.6,76.0,14.2,28.9,43.2,20.7,16.0,8.8,6.4,5.2,22.8,0.2,-1.6,62.4,1.3,16.1,101.8,67.5,45.0,-1.9,99.8,35.9,90.67,48.9,"4,565",51.5,17.5,50.4,19,11,17,9,19,10,22,20,3,13,7,9,22,18,15,20,19,18,22,14,24,15,16,14,7,11,6,5,16,6,15,9,11,2,11,13,8,19
19,Cleveland Cavaliers,1998,50,22,28,0.44,48.2,86.4,31.2,71.2,43.9,3.6,10.7,34.1,20.3,27.1,74.9,9.4,26.3,35.8,21.9,15.7,9.0,4.1,5.6,24.2,0.1,-1.7,70.0,1.39,17.9,100.1,65.6,46.4,-1.9,98.2,29.5,87.66,49.3,"4,400",47.8,17.8,52.0,20,10,23,18,20,2,12,4,28,25,29,8,16,12,27,18,20,27,27,29,15,21,24,15,6,9,7,29,28,29,8,13,5,23,6,4,22,20
20,Golden State Warriors,1998,50,21,29,0.42,48.5,88.3,34.6,83.5,41.5,3.2,11.3,28.7,15.9,23.5,67.6,16.3,31.2,47.5,20.7,15.4,8.3,4.4,6.1,25.4,0.1,-2.5,59.9,1.35,15.8,98.9,69.0,43.4,-2.9,96.0,36.7,90.96,46.6,"4,600",52.3,16.7,47.1,21,9,28,20,24,16,14,22,1,3,2,20,27,28,12,24,21,25,14,3,26,25,23,28,28,26,29,1,4,1,16,16,17,20,3,1,23,24
21,Boston Celtics,1998,50,19,31,0.38,48.6,93.0,36.3,83.3,43.6,5.5,15.2,36.0,14.9,21.5,69.2,13.6,29.2,42.8,21.5,16.1,9.1,5.1,5.1,23.9,0.1,-1.9,59.1,1.33,16.3,100.8,66.6,46.9,-2.1,98.7,33.0,93.02,47.3,"4,711",49.3,17.1,50.1,22,7,20,16,21,19,16,19,12,23,20,14,14,20,3,23,22,10,4,4,16,7,7,9,29,29,25,8,13,10,11,8,4,15,12,5,24,21
22,Dallas Mavericks,1998,50,19,31,0.38,48.3,91.6,35.0,80.7,43.4,4.0,11.9,33.9,17.6,24.2,72.8,12.9,29.6,42.5,18.4,13.8,7.0,5.8,4.9,21.3,0.1,-2.4,52.7,1.33,14.7,103.0,67.3,45.9,-2.7,100.2,32.1,90.8,47.4,"4,570",49.5,15.1,50.2,23,8,15,5,23,27,17,26,18,17,17,26,18,19,14,22,23,15,10,6,18,19,20,16,21,22,17,14,12,12,27,26,26,5,17,21,25,23
23,Washington Wizards,1998,50,18,32,0.36,48.2,91.2,35.4,79.4,44.5,3.6,11.6,30.9,16.9,24.0,70.5,11.9,28.1,40.0,21.3,14.7,7.9,3.9,4.2,23.0,0.1,-2.2,60.2,1.45,16.8,102.1,67.3,46.8,-2.3,99.8,30.8,91.11,47.6,"4,571",48.8,16.1,50.7,24,6,18,8,22,15,7,11,23,18,23,23,15,17,10,21,24,17,6,11,12,22,22,23,26,23,22,20,22,24,13,24,22,28,25,8,26,22
24,New Jersey Nets,1998,50,16,34,0.32,48.2,91.4,33.8,83.2,40.6,4.5,13.6,33.1,19.2,25.0,76.9,14.3,28.7,43.0,18.5,15.0,9.8,5.5,6.5,22.7,0.2,-3.8,54.6,1.23,14.3,101.2,68.2,43.4,-4.2,97.0,32.8,93.73,46.6,"4,711",49.6,15.9,48.5,25,5,27,14,25,26,24,27,16,8,15,25,28,26,2,25,25,16,16,5,28,16,12,17,13,17,2,4,17,8,26,20,3,8,2,15,9,25
25,Denver Nuggets,1998,50,14,36,0.28,48.1,93.5,33.6,79.8,42.1,6.0,18.4,32.8,20.2,26.5,76.2,12.9,27.8,40.8,19.4,14.8,7.5,5.5,5.5,22.9,0.1,-6.6,57.6,1.31,15.3,108.6,66.0,45.9,-7.3,101.4,31.9,91.99,44.2,"4,611",48.3,16.0,51.1,26,4,12,1,26,24,18,23,19,24,25,24,19,15,6,26,26,8,19,9,25,3,2,20,8,12,4,15,25,18,22,23,25,9,7,9,27,26
26,Chicago Bulls,1998,50,13,37,0.26,48.3,81.9,30.8,76.7,40.1,3.5,12.2,29.0,16.8,23.7,70.9,11.5,27.9,39.3,20.3,15.5,8.7,3.4,5.7,22.2,0.1,-9.5,66.1,1.31,16.4,101.7,68.4,42.4,-10.4,91.4,29.9,89.19,42.0,"4,482",48.2,17.3,47.0,27,3,29,10,29,6,19,18,27,6,27,10,29,29,21,28,27,29,29,19,29,23,19,27,27,25,21,22,23,26,19,14,12,29,5,18,28,29
27,Los Angeles Clippers,1998,50,9,41,0.18,48.5,90.4,34.2,80.1,42.7,4.3,13.4,32.0,17.7,24.5,72.1,13.3,25.9,39.2,16.4,15.9,8.5,4.7,5.8,24.5,0.1,-8.8,47.9,1.03,13.2,107.8,64.6,45.4,-9.6,98.3,33.2,91.04,40.2,"4,599",48.0,17.3,49.7,28,2,22,2,28,29,29,28,10,28,28,11,21,23,11,29,28,20,15,8,21,17,15,22,20,19,19,11,29,27,28,11,14,17,4,3,29,28
28,Vancouver Grizzlies,1998,50,8,42,0.16,48.7,88.9,32.9,76.8,42.8,3.0,9.1,32.7,20.2,28.2,71.7,13.0,27.2,40.2,19.3,17.0,8.4,4.0,6.6,22.5,0.2,-8.7,58.6,1.14,15.3,106.3,64.5,44.7,-9.3,97.1,34.2,90.29,42.7,"4,576",49.0,18.5,49.8,29,1,26,3,27,22,27,24,9,29,21,1,23,22,18,27,29,24,24,18,20,26,26,21,9,6,20,12,27,23,24,1,16,27,1,17,10,27
